dataset,model,family,evaluation_strategy,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,baseline_f1_mean,baseline_f1_std,p_value,significant,direction,learning_rate,batch_size,epochs,optimizer,loss_function,class_weight_mode,tuning_profile,hardware,scenario,train_source,test_source,train_dataset,test_dataset,train_samples_raw,train_samples_after_smote,test_samples,positive_rate_train_raw,positive_rate_train_after_smote,positive_rate_test,feature_count,result_source
train_optimized_test_standard,cnn,deep_learning,cross-regime hold-out (3 runs),0.30838091210262913,0.02991374733399986,0.23087700161635816,0.001847244152635575,0.8077601410934744,0.04692175694435932,0.35886394360087975,0.004024639181979252,0.3214501661803195,0.002948127123315324,0.25,False,better_than_random,0.00025,96,24,Adam,binary_crossentropy,auto_if_imbalanced,smoke_data_driven,CPU,train_optimized_test_standard,optimized,standard,hrss_anomalous_optimized,hrss_anomalous_standard,19634,30234,23645,0.230060099826831,0.5,0.23979699725100445,18,generalization_suite
train_standard_test_optimized,cnn,deep_learning,cross-regime hold-out (3 runs),0.3196326100981291,0.013577403254696302,0.200105235374851,0.004631202275204883,0.6538262858829607,0.03905116878591248,0.306337534174107,0.009579111860362668,0.31181267688350617,0.0005145658940997592,0.75,False,worse_than_random,0.00025,96,24,Adam,binary_crossentropy,auto_if_imbalanced,smoke_data_driven,CPU,train_standard_test_optimized,standard,optimized,hrss_anomalous_standard,hrss_anomalous_optimized,23645,35950,19634,0.23979699725100445,0.5,0.230060099826831,18,generalization_suite
