dataset,model,family,evaluation_strategy,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,baseline_f1_mean,baseline_f1_std,p_value,significant,direction,learning_rate,batch_size,epochs,optimizer,loss_function,class_weight_mode,tuning_profile,hardware,result_source
real_downsample_balanced,decision_tree,classical_ml,10-fold cross-validation,0.9407788933643019,0.00597066807045409,0.915239132112512,0.009183845616969537,0.9716608127465023,0.006921904178782185,0.9425671404466772,0.005611633602530956,0.5043813634446035,0.01797876036140477,0.001953125,True,better_than_random,N/A,N/A,N/A,N/A,gini,N/A,N/A,CPU,decision_tree
real_downsample_balanced,knn,classical_ml,10-fold cross-validation,0.7388730044394791,0.007818057978766396,0.7239768002341573,0.013227424729259706,0.7730804701450071,0.015032207074773405,0.7475074286107002,0.0061905500616472285,0.5043813634446035,0.01797876036140477,0.001953125,True,better_than_random,N/A,N/A,N/A,N/A,distance_vote,N/A,N/A,CPU,knn
real_downsample_balanced,logistic_regression,classical_ml,10-fold cross-validation,0.6332719597408834,0.016374185765811088,0.6343928281103685,0.016985652285196728,0.6296160940290014,0.02375842259357293,0.6318143025280858,0.017710251761588736,0.5043813634446035,0.01797876036140477,0.001953125,True,better_than_random,N/A,N/A,N/A,N/A,log_loss,N/A,N/A,CPU,logistic_regression
real_downsample_balanced,naive_bayes,classical_ml,10-fold cross-validation,0.6162260263232685,0.016491809945926035,0.6218676374587696,0.020333548674292483,0.5953010026882248,0.019526598074494896,0.6080161303574612,0.014894654822600151,0.5043813634446035,0.01797876036140477,0.001953125,True,better_than_random,N/A,N/A,N/A,N/A,gaussian_likelihood,N/A,N/A,CPU,naive_bayes
real_downsample_balanced,random_forest,classical_ml,10-fold cross-validation,0.9541723017669715,0.004962780332529647,0.9341649037506133,0.010941986409423338,0.9774184212075427,0.0064757535043941435,0.9552370996324262,0.004603333006153422,0.5043813634446035,0.01797876036140477,0.001953125,True,better_than_random,N/A,N/A,N/A,N/A,gini,N/A,N/A,CPU,random_forest
real_downsample_balanced,svm,classical_ml,10-fold cross-validation,0.632608487931085,0.01769352848920546,0.633755705119729,0.01768882165916191,0.6285064654749524,0.026302362765784102,0.6309400429953568,0.019786816689510073,0.5043813634446035,0.01797876036140477,0.001953125,True,better_than_random,N/A,N/A,N/A,N/A,hinge,N/A,N/A,CPU,svm
real_downsample_balanced,autoencoder,deep_learning,hold-out,0.5085224128389596,0.02530143298991052,0.5063507113673081,0.018965334239492183,0.9745295916267309,0.07494056796294976,0.6642491851967528,0.007022669269141185,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.0003,64,120,Adam,mse,normal_only,selected_six_dataset_v1,CPU,autoencoder
real_downsample_balanced,cnn,deep_learning,hold-out,0.6641394576646376,0.01408398141629627,0.6167612291994611,0.017147188010071274,0.8736975568165114,0.04043921300799988,0.7221839686905633,0.0081786857989879,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.00025,64,130,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,cnn
real_downsample_balanced,gru,deep_learning,hold-out,0.6111787493082457,0.015847449113631017,0.5706017084768275,0.013268141058406287,0.9055892844892639,0.026545327688890268,0.6996515131676959,0.004769370891305246,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.0002,48,160,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,gru
real_downsample_balanced,lstm,deep_learning,hold-out,0.5940232429441062,0.01864107236442746,0.5572902626082132,0.017100559327859893,0.9294838248120815,0.034618232129035933,0.6960479631667665,0.004080271874614579,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.00025,64,140,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,lstm
real_downsample_balanced,rnn,deep_learning,hold-out,0.6514111787493082,0.020711562393340557,0.6042196785227278,0.02027848659239689,0.8872145699193446,0.041977188377414064,0.7178766655109456,0.01149510673686357,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.00035,64,110,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,rnn
real_downsample_balanced,cnn_lstm_hybrid,hybrid,hold-out,0.6537354731599335,0.018921299520248982,0.6051259812767033,0.017846798482666165,0.8908625623536099,0.022256405230237215,0.7202439588136066,0.0082977773224076,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.0002,64,150,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,cnn_lstm_hybrid
real_downsample_balanced,encoder_decoder_transformer,transformer,hold-out,0.6418372993912561,0.013518910724400847,0.5916762971961098,0.011381711307576885,0.9185334773958976,0.02694056591211029,0.7194188250977782,0.008261874784398103,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.0003,64,150,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,encoder_decoder_transformer
real_downsample_balanced,temporal_fusion_transformer,transformer,hold-out,0.6115107913669064,0.025705574482200108,0.5735236640063461,0.026562697864153675,0.8986126628053981,0.058488877698742066,0.698080513788594,0.007587272351351403,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.0002,48,160,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,temporal_fusion_transformer
real_downsample_balanced,vanilla_transformer,transformer,hold-out,0.6240177089097952,0.014297100260062624,0.5789590102456474,0.012195542203758286,0.9138850096531719,0.024603216278968734,0.7085163646828297,0.00666235171467576,0.5012343201516906,0.01157949287407439,0.001953125,True,better_than_random,0.0002,64,160,Adam,binary_crossentropy,auto_if_imbalanced,selected_six_dataset_v1,CPU,vanilla_transformer
real_imbalanced,decision_tree,classical_ml,10-fold cross-validation,0.980085242982965,0.0021930398593055602,0.959611381099808,0.009254038607468918,0.9537262327570983,0.010835884603004609,0.9565784861458742,0.004872765242420592,0.22209718999934114,0.006865810491212134,0.001953125,True,better_than_random,N/A,N/A,N/A,N/A,gini,N/A,N/A,CPU,decision_tree
